Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
LG,Model3091,544.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,3.0,India,1337.0,1472.0,Text3091,Category3
Whirlpool,Model3092,322.0,A++,Double Door,Smart Connectivity,Black,Plastic,2.0,Germany,695.0,3305.0,Text3092,Category3
Bosch,,231.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,6.0,Germany,729.0,2991.0,Text3093,Category1
Samsung,Model3094,320.0,B,Single Door,Smart Connectivity,Black,Plastic,4.0,Germany,1674.0,4912.0,Text3094,Category3
GE,Model3095,599.0,,Single Door,Ice Dispenser,Silver,Glass,2.0,USA,896.0,2629.0,Text3095,Category2
Panasonic,Model3096,228.0,A++,Double Door,Smart Connectivity,White,Plastic,4.0,China,1487.0,3637.0,Text3096,Category1
Electrolux,Model3097,471.0,A++,Single Door,Water Dispenser,Silver,Glass,5.0,India,955.0,1128.0,Text3097,Category1
Siemens,Model3098,282.0,A,Double Door,None,Silver,Glass,3.0,China,1184.0,3295.0,Text3098,Category1
LG,Model3099,566.0,,Side-by-Side,Water Dispenser,Black,Plastic,4.0,USA,1784.0,4212.0,Text3099,Category1
Bosch,Model3100,522.0,B,Double Door,None,Silver,Glass,2.0,India,1407.0,2793.0,Text3100,Category3
Bosch,Model3101,614.0,A+,Side-by-Side,Ice Dispenser,Gray,Glass,9.0,China,756.0,4154.0,Text3101,Category1
Whirlpool,Model3102,742.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,8.0,China,1529.0,4928.0,Text3102,Category3
GE,Model3103,129.0,A++,Double Door,Water Dispenser,Gray,,6.0,USA,495.0,3259.0,Text3103,Category3
Bosch,Model3104,,A+,Side-by-Side,Water Dispenser,Black,Plastic,4.0,China,614.0,4147.0,Text3104,Category1
LG,Model3105,299.0,A+,Single Door,None,White,Glass,9.0,USA,545.0,2164.0,Text3105,Category3
Panasonic,Model3106,216.0,A++,Double Door,Water Dispenser,White,Stainless Steel,4.0,China,454.0,1222.0,Text3106,Category3
Haier,Model3107,280.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,9.0,USA,1531.0,1467.0,Text3107,Category2
GE,Model3108,258.0,A,Side-by-Side,Ice Dispenser,,Glass,3.0,Germany,711.0,3190.0,,Category1
Siemens,Model3109,650.0,A++,Side-by-Side,None,Gray,Stainless Steel,8.0,Germany,1489.0,3727.0,Text3109,Category2
Siemens,Model3110,192.0,A++,Single Door,None,Silver,Plastic,2.0,India,268.0,2335.0,Text3110,Category3
LG,Model3111,595.0,A+,Single Door,Water Dispenser,Black,Plastic,5.0,USA,1844.0,4614.0,Text3111,Category1
Frigidaire,Model3112,343.0,A,Side-by-Side,Water Dispenser,Gray,Plastic,5.0,China,1724.0,2971.0,,Category1
Samsung,Model3113,789.0,B,Double Door,Water Dispenser,White,,3.0,India,1328.0,1568.0,Text3113,Category3
Whirlpool,Model3114,546.0,A+,Side-by-Side,Ice Dispenser,White,Plastic,1.0,India,1710.0,1755.0,Text3114,Category1
Panasonic,Model3115,756.0,A++,Single Door,Water Dispenser,Silver,Plastic,5.0,China,814.0,4286.0,Text3115,Category1
Frigidaire,Model3116,156.0,A++,Single Door,Water Dispenser,Black,Glass,7.0,China,298.0,3793.0,Text3116,
Siemens,Model3117,406.0,A,Single Door,None,Gray,Stainless Steel,8.0,USA,404.0,2914.0,Text3117,Category1
Haier,Model3118,769.0,B,Single Door,None,Black,Glass,1.0,USA,240.0,1690.0,Text3118,Category1
Frigidaire,Model3119,237.0,,Double Door,Ice Dispenser,Silver,Glass,5.0,USA,202.0,4004.0,Text3119,Category2
Whirlpool,Model3120,694.0,A,Side-by-Side,None,Gray,Stainless Steel,7.0,India,388.0,3241.0,Text3120,Category3
Whirlpool,Model3121,681.0,A+,Single Door,None,Black,Stainless Steel,8.0,India,1553.0,1673.0,Text3121,Category3
Haier,Model3122,501.0,A+,Single Door,None,Silver,Plastic,4.0,Germany,1071.0,4645.0,Text3122,Category3
Samsung,Model3123,704.0,A,Double Door,Smart Connectivity,Gray,Plastic,4.0,Germany,307.0,,Text3123,
Haier,Model3124,658.0,A,,Water Dispenser,White,Stainless Steel,3.0,USA,641.0,4994.0,Text3124,Category3
Siemens,Model3125,483.0,A++,Single Door,Ice Dispenser,Gray,Plastic,8.0,China,1615.0,,Text3125,Category3
GE,Model3126,763.0,A,Side-by-Side,Ice Dispenser,White,Plastic,7.0,,790.0,4288.0,Text3126,Category1
LG,Model3127,333.0,A++,Single Door,Smart Connectivity,Black,Plastic,4.0,,1274.0,1768.0,Text3127,Category3
Whirlpool,Model3128,105.0,B,,Ice Dispenser,White,Stainless Steel,5.0,USA,1727.0,1364.0,Text3128,Category2
Panasonic,Model3129,178.0,B,Double Door,None,Black,Stainless Steel,5.0,India,1798.0,1003.0,Text3129,Category2
Electrolux,Model3130,744.0,,Double Door,Smart Connectivity,Black,Plastic,4.0,Germany,272.0,3355.0,Text3130,Category1
Samsung,Model3131,696.0,B,Single Door,None,Black,Plastic,1.0,USA,1489.0,4886.0,Text3131,Category1
Samsung,Model3132,604.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,8.0,USA,1261.0,4803.0,Text3132,Category3
GE,Model3133,212.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,252.0,3736.0,Text3133,Category3
Siemens,Model3134,788.0,A,Double Door,Smart Connectivity,Black,Stainless Steel,8.0,USA,405.0,3245.0,Text3134,
Panasonic,Model3135,512.0,A+,Side-by-Side,Ice Dispenser,Gray,Glass,4.0,USA,345.0,4679.0,Text3135,Category1
Samsung,Model3136,,B,Double Door,Ice Dispenser,Black,Stainless Steel,8.0,India,1426.0,2390.0,Text3136,Category1
Bosch,Model3137,687.0,A,Double Door,,White,Stainless Steel,7.0,China,1511.0,3563.0,Text3137,Category2
Samsung,Model3138,136.0,B,Single Door,Ice Dispenser,White,Plastic,4.0,USA,387.0,2381.0,Text3138,Category3
Frigidaire,Model3139,689.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,1.0,China,680.0,2115.0,,Category2
Electrolux,Model3140,392.0,B,Double Door,Water Dispenser,White,Plastic,2.0,China,437.0,4723.0,,
Bosch,Model3141,728.0,A,Single Door,Smart Connectivity,Black,Plastic,7.0,Germany,618.0,1719.0,Text3141,Category1
Panasonic,Model3142,311.0,B,Single Door,Smart Connectivity,Silver,Plastic,2.0,India,621.0,4136.0,Text3142,Category3
Panasonic,Model3143,,A+,Double Door,Ice Dispenser,Gray,Glass,2.0,USA,807.0,3569.0,Text3143,Category1
Frigidaire,Model3144,204.0,A+,Double Door,Smart Connectivity,Gray,Plastic,9.0,China,1761.0,3664.0,Text3144,Category3
Br@ndX,Model3145,347.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,9.0,Germany,1696.0,1700.0,Text3145,Category2
LG,Model3146,741.0,B,Double Door,None,Gray,Stainless Steel,6.0,Germany,1903.0,4646.0,Text3146,Category3
Electrolux,Model3147,741.0,A++,Double Door,None,Silver,Stainless Steel,,USA,,2057.0,Text3147,Category3
Samsung,Model3148,764.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,3.0,India,1738.0,3806.0,Text3148,Category1
Frigidaire,Model3149,647.0,B,Double Door,Smart Connectivity,Black,,9.0,USA,523.0,4074.0,Text3149,Category2
Electrolux,Model3150,497.0,A+,Single Door,None,Silver,Stainless Steel,7.0,China,,3268.0,Text3150,Category1
LG,Model3151,199.0,,Side-by-Side,Ice Dispenser,Gray,Glass,9.0,,978.0,3174.0,Text3151,Category3
Siemens,Model3152,682.0,A++,Double Door,Ice Dispenser,Black,Stainless Steel,,India,438.0,2484.0,Text3152,Category1
Frigidaire,Model3153,775.0,A+,,Smart Connectivity,Gray,Plastic,3.0,,884.0,3798.0,Text3153,Category2
Frigidaire,Model3154,459.0,A+,Double Door,None,Silver,Plastic,1.0,China,368.0,4902.0,Text3154,Category3
Bosch,,443.0,A++,Single Door,None,Black,Glass,7.0,USA,244.0,,Text3155,Category2
Haier,Model3156,474.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,3.0,USA,1015.0,3590.0,Text3156,Category2
Frigidaire,Model3157,451.0,A+,Single Door,,White,Stainless Steel,4.0,Germany,633.0,2166.0,,Category1
Bosch,Model3158,297.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,,China,684.0,4143.0,,Category1
Siemens,Model3159,476.0,A+,Side-by-Side,Water Dispenser,Gray,Glass,9.0,USA,1916.0,1058.0,Text3159,Category2
Samsung,Model3160,696.0,A++,,None,Black,Glass,1.0,USA,630.0,3626.0,Text3160,
Electrolux,Model3161,721.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,China,1461.0,3130.0,Text3161,Category2
Frigidaire,Model3162,563.0,B,Double Door,Water Dispenser,Black,Plastic,1.0,Germany,731.0,3331.0,Text3162,Category1
Electrolux,Model3163,446.0,A++,Double Door,None,Black,Stainless Steel,6.0,,532.0,1807.0,Text3163,Category3
Whirlpool,Model3164,-21.0,A++,Double Door,Ice Dispenser,Black,Stainless Steel,2.0,China,,2503.0,Text3164,Category1
Bosch,,273.0,B,Side-by-Side,None,Silver,Glass,3.0,Germany,516.0,2596.0,Text3165,Category2
Panasonic,Model3166,248.0,A++,Side-by-Side,Ice Dispenser,White,Plastic,5.0,USA,721.0,2649.0,Text3166,
Samsung,Model3167,387.0,A+,Side-by-Side,None,White,Glass,3.0,China,,,Text3167,Category2
Br@ndX,Model3168,335.0,A,Single Door,Ice Dispenser,Black,Plastic,1.0,China,1172.0,1901.0,Text3168,Category3
GE,Model3169,706.0,,Side-by-Side,Water Dispenser,Silver,Stainless Steel,9.0,China,350.0,3317.0,Text3169,Category1
Panasonic,Model3170,190.0,A++,Single Door,Smart Connectivity,,Glass,5.0,,1047.0,4464.0,Text3170,Category2
LG,Model3171,558.0,A+,Single Door,Smart Connectivity,White,Glass,7.0,China,,4811.0,Text3171,Category3
Samsung,Model3172,327.0,B,Double Door,None,Gray,,,,1641.0,4636.0,Text3172,
Frigidaire,Model3173,782.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,6.0,India,1202.0,3370.0,Text3173,Category3
Whirlpool,Model3174,142.0,B,Single Door,Water Dispenser,Black,Glass,7.0,Germany,641.0,2149.0,Text3174,Category3
Whirlpool,Model3175,751.0,B,Double Door,Water Dispenser,Silver,Glass,9.0,USA,1635.0,4091.0,Text3175,Category1
LG,Model3176,656.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,8.0,China,206.0,2512.0,Text3176,Category3
Panasonic,Model3177,591.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,2.0,India,906.0,4881.0,Text3177,Category1
Haier,Model3178,468.0,B,Double Door,Smart Connectivity,,Stainless Steel,6.0,India,697.0,4878.0,Text3178,Category2
Br@ndX,Model3179,616.0,A,Single Door,Smart Connectivity,,Plastic,,USA,1193.0,2219.0,Text3179,Category3
LG,Model3180,716.0,A+,Single Door,Ice Dispenser,Gray,Stainless Steel,4.0,USA,1933.0,4375.0,Text3180,Category1
Panasonic,Model3181,339.0,A++,Double Door,Ice Dispenser,Gray,Plastic,8.0,China,1455.0,4087.0,Text3181,Category3
Siemens,Model3182,335.0,A+,Single Door,Ice Dispenser,White,Plastic,,Germany,635.0,3590.0,,Category1
Whirlpool,Model3183,-87.0,A++,,Smart Connectivity,Black,Stainless Steel,6.0,India,,4601.0,Text3183,Category1
Samsung,Model3184,760.0,A,Single Door,Smart Connectivity,White,Plastic,9.0,USA,1775.0,4303.0,Text3184,Category1
Bosch,Model3185,715.0,A++,Side-by-Side,None,Gray,Stainless Steel,7.0,Germany,,1164.0,Text3185,Category3
LG,,781.0,A+,,Smart Connectivity,Black,Stainless Steel,4.0,India,1726.0,3034.0,Text3186,Category1
Haier,Model3187,434.0,A++,Double Door,None,Gray,,9.0,India,1252.0,3906.0,Text3187,Category3
Whirlpool,Model3188,385.0,A+,Single Door,None,Gray,Plastic,1.0,USA,977.0,4247.0,Text3188,Category3
GE,Model3189,185.0,A,Single Door,Smart Connectivity,Gray,Glass,7.0,USA,1177.0,4516.0,Text3189,Category2
Frigidaire,Model3190,404.0,B,Side-by-Side,Water Dispenser,Black,Glass,6.0,India,1018.0,1735.0,Text3190,Category2
Panasonic,,737.0,A+,Double Door,None,Gray,Glass,4.0,India,1603.0,4058.0,Text3191,Category1
GE,Model3192,479.0,A+,Single Door,None,Gray,Stainless Steel,4.0,China,833.0,2560.0,,Category3
GE,Model3193,586.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,4.0,Germany,1306.0,2921.0,Text3193,Category1
Electrolux,Model3194,313.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,9.0,USA,1599.0,2301.0,Text3194,Category3
Bosch,Model3195,578.0,A++,Double Door,Water Dispenser,Gray,Plastic,1.0,China,1030.0,2909.0,Text3195,Category2
LG,Model3196,407.0,A,Single Door,Smart Connectivity,,Stainless Steel,9.0,Germany,,1761.0,Text3196,Category3
LG,Model3197,289.0,A+,,None,Black,Stainless Steel,,Germany,1986.0,4372.0,,
Electrolux,Model3198,623.0,A++,Double Door,Water Dispenser,Gray,Glass,3.0,Germany,,4029.0,Text3198,Category1
Whirlpool,Model3199,678.0,B,Double Door,None,Black,Stainless Steel,7.0,India,694.0,4318.0,Text3199,Category2
Frigidaire,Model3200,523.0,A++,Single Door,Water Dispenser,Silver,Glass,1.0,USA,791.0,4548.0,Text3200,Category1
Samsung,Model3201,345.0,A,Side-by-Side,Water Dispenser,White,Glass,8.0,Germany,1148.0,4956.0,Text3201,Category3
Whirlpool,Model3202,372.0,A++,Double Door,Smart Connectivity,Gray,Plastic,1.0,China,675.0,1984.0,Text3202,Category2
Frigidaire,Model3203,143.0,B,Single Door,None,Black,Glass,8.0,India,1362.0,3129.0,Text3203,Category1
Samsung,Model3204,634.0,B,Single Door,Smart Connectivity,White,Stainless Steel,1.0,USA,1176.0,1495.0,Text3204,Category3
Siemens,Model3205,339.0,A,Double Door,None,Gray,Glass,9.0,,,1635.0,Text3205,Category1
Frigidaire,Model3206,417.0,A++,Single Door,Ice Dispenser,,Stainless Steel,7.0,India,221.0,3506.0,Text3206,Category1
Haier,Model3207,164.0,A+,Double Door,,Black,Stainless Steel,2.0,India,1014.0,3319.0,Text3207,Category2
Frigidaire,Model3208,422.0,A++,Single Door,Smart Connectivity,Black,Glass,4.0,India,641.0,3513.0,Text3208,Category3
Samsung,Model3209,738.0,A++,Single Door,None,Gray,Plastic,7.0,USA,1329.0,3647.0,Text3209,Category3
Haier,Model3210,628.0,B,Double Door,Ice Dispenser,Silver,Glass,,USA,884.0,1022.0,Text3210,Category1
Whirlpool,Model3211,394.0,A++,Double Door,Water Dispenser,Gray,Stainless Steel,6.0,China,464.0,4388.0,Text3211,Category1
Electrolux,Model3212,485.0,B,Double Door,Ice Dispenser,Black,Glass,8.0,USA,1294.0,1767.0,Text3212,Category1
Haier,Model3213,686.0,B,Double Door,None,Silver,Glass,9.0,India,1141.0,2851.0,Text3213,Category2
Siemens,Model3214,695.0,A++,Double Door,None,Black,Plastic,9.0,,1549.0,3403.0,Text3214,Category3
Bosch,,489.0,A,Double Door,Smart Connectivity,Black,Glass,9.0,India,308.0,1045.0,Text3215,Category1
Frigidaire,Model3216,616.0,A+,,None,Silver,Plastic,2.0,China,509.0,1679.0,Text3216,Category1
Bosch,Model3217,330.0,A++,Double Door,None,Gray,Stainless Steel,6.0,India,1778.0,3741.0,Text3217,Category3
GE,Model3218,443.0,B,Double Door,Ice Dispenser,Black,,7.0,India,1123.0,2291.0,Text3218,Category3
Samsung,Model3219,565.0,A,Double Door,Smart Connectivity,Gray,Glass,2.0,India,,1774.0,Text3219,Category3
Bosch,Model3220,640.0,,Single Door,None,White,Stainless Steel,1.0,China,1726.0,3782.0,Text3220,Category2
Samsung,Model3221,,A,Single Door,Ice Dispenser,Silver,Plastic,1.0,,975.0,2503.0,Text3221,Category1
Samsung,,706.0,A++,Double Door,Water Dispenser,White,Glass,3.0,India,1600.0,1354.0,Text3222,Category3
Haier,Model3223,336.0,B,Double Door,Smart Connectivity,Black,Stainless Steel,1.0,India,661.0,3638.0,Text3223,Category1
Haier,Model3224,134.0,B,Side-by-Side,Ice Dispenser,Gray,Plastic,6.0,India,1169.0,4784.0,Text3224,Category3
Frigidaire,Model3225,,A,Side-by-Side,Water Dispenser,Silver,Stainless Steel,1.0,USA,1342.0,1141.0,Text3225,Category2
LG,Model3226,322.0,B,Single Door,Smart Connectivity,White,,5.0,Germany,1023.0,1070.0,Text3226,Category3
LG,Model3227,121.0,B,Single Door,,Black,Plastic,8.0,India,891.0,4152.0,Text3227,Category1
Electrolux,Model3228,469.0,A+,Double Door,None,Black,Glass,6.0,USA,1723.0,1340.0,,Category1
Siemens,Model3229,259.0,A,Side-by-Side,Water Dispenser,Silver,Plastic,2.0,Germany,904.0,2076.0,Text3229,Category2
Bosch,Model3230,280.0,A+,Side-by-Side,Water Dispenser,Silver,Plastic,9.0,China,1731.0,2137.0,Text3230,Category1
Haier,Model3231,493.0,B,Double Door,Water Dispenser,Silver,Glass,7.0,Germany,1609.0,2296.0,Text3231,Category2
LG,Model3232,638.0,A++,Single Door,Water Dispenser,White,Plastic,8.0,India,1303.0,3123.0,Text3232,Category2
Panasonic,Model3233,710.0,A++,Single Door,Smart Connectivity,Black,Plastic,2.0,USA,582.0,1466.0,Text3233,Category2
Haier,Model3234,320.0,A++,Single Door,Water Dispenser,White,Glass,2.0,Germany,961.0,1499.0,Text3234,Category3
Electrolux,Model3235,465.0,B,Side-by-Side,Ice Dispenser,Silver,Plastic,4.0,USA,1440.0,2542.0,Text3235,Category3
GE,Model3236,252.0,A+,Side-by-Side,None,Black,Plastic,3.0,USA,1897.0,4588.0,Text3236,Category3
Siemens,Model3237,657.0,A+,Double Door,Water Dispenser,Black,Stainless Steel,7.0,India,1862.0,3205.0,Text3237,
Haier,Model3238,742.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,9.0,China,1020.0,3348.0,Text3238,Category1
Electrolux,Model3239,769.0,A+,Side-by-Side,Smart Connectivity,Gray,Plastic,1.0,Germany,1960.0,,Text3239,Category2
Bosch,Model3240,120.0,A,Double Door,Smart Connectivity,Silver,Glass,7.0,China,1238.0,1476.0,Text3240,Category1
Samsung,Model3241,231.0,A+,Single Door,None,Gray,Glass,,India,,1277.0,Text3241,Category1
GE,Model3242,374.0,A++,Double Door,Water Dispenser,Silver,Stainless Steel,7.0,India,993.0,2405.0,Text3242,Category3
GE,Model3243,792.0,A+,Single Door,Smart Connectivity,,Plastic,5.0,USA,1059.0,2842.0,Text3243,Category2
Samsung,Model3244,508.0,A++,Single Door,Ice Dispenser,White,Glass,4.0,Germany,1026.0,4791.0,Text3244,Category3
GE,Model3245,543.0,A,Double Door,Water Dispenser,Gray,Glass,8.0,India,1144.0,3438.0,Text3245,Category3
Panasonic,Model3246,253.0,,Side-by-Side,Water Dispenser,Gray,Stainless Steel,9.0,USA,874.0,1310.0,Text3246,Category2
Haier,Model3247,591.0,A+,Single Door,Ice Dispenser,Gray,Plastic,5.0,Germany,1701.0,1287.0,Text3247,Category1
Frigidaire,Model3248,435.0,B,Side-by-Side,Water Dispenser,White,Plastic,8.0,India,603.0,3270.0,Text3248,Category1
Panasonic,Model3249,635.0,,Double Door,Smart Connectivity,White,Glass,3.0,India,1142.0,2338.0,Text3249,Category3
Electrolux,Model3250,543.0,A++,Double Door,Smart Connectivity,Gray,Glass,8.0,,384.0,1272.0,Text3250,Category3
Frigidaire,Model3251,477.0,A+,Side-by-Side,,White,Plastic,3.0,USA,519.0,2009.0,Text3251,Category1
GE,Model3252,649.0,,Single Door,Smart Connectivity,Gray,Plastic,5.0,Germany,1164.0,3229.0,Text3252,Category2
Whirlpool,Model3253,766.0,B,Single Door,Water Dispenser,Gray,,5.0,China,1278.0,4502.0,Text3253,Category3
Panasonic,Model3254,283.0,A++,Double Door,None,White,Stainless Steel,9.0,USA,1248.0,4136.0,Text3254,Category1
Panasonic,Model3255,745.0,A,Double Door,Smart Connectivity,Black,,4.0,China,,3851.0,Text3255,Category1
Bosch,Model3256,613.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,2.0,China,1833.0,3034.0,Text3256,Category3
Samsung,Model3257,539.0,A,Double Door,Ice Dispenser,Silver,Plastic,9.0,USA,486.0,3446.0,Text3257,Category1
Frigidaire,Model3258,,A+,Side-by-Side,None,Silver,,3.0,India,270.0,1047.0,Text3258,Category3
GE,Model3259,541.0,A+,Double Door,Ice Dispenser,Black,Plastic,4.0,USA,831.0,4714.0,Text3259,Category3
GE,Model3260,647.0,A++,Single Door,Water Dispenser,White,Stainless Steel,6.0,Germany,1061.0,1478.0,Text3260,Category3
Siemens,Model3261,210.0,B,Single Door,Ice Dispenser,Silver,Plastic,5.0,Germany,1598.0,1956.0,Text3261,Category2
Haier,Model3262,173.0,A++,Double Door,Water Dispenser,Black,Stainless Steel,6.0,USA,1687.0,1505.0,Text3262,Category3
Electrolux,Model3263,619.0,,Single Door,Smart Connectivity,Silver,Glass,6.0,India,1565.0,2033.0,Text3263,Category1
Frigidaire,Model3264,126.0,B,Side-by-Side,None,White,Glass,5.0,China,937.0,1138.0,Text3264,Category3
Whirlpool,,582.0,A,Side-by-Side,Water Dispenser,Black,Plastic,,China,1272.0,1570.0,Text3265,Category1
Whirlpool,Model3266,722.0,A++,Double Door,Smart Connectivity,Silver,Glass,4.0,USA,1195.0,,Text3266,Category2
Panasonic,Model3267,647.0,A+,Single Door,Water Dispenser,Silver,Glass,6.0,,274.0,4310.0,Text3267,Category2
Haier,Model3268,311.0,A+,Single Door,Ice Dispenser,Silver,Plastic,8.0,India,482.0,4917.0,Text3268,Category2
Siemens,Model3269,718.0,A,Side-by-Side,Ice Dispenser,Black,Plastic,1.0,USA,1181.0,2498.0,Text3269,Category2
Whirlpool,Model3270,619.0,A,Single Door,None,White,Plastic,3.0,Germany,1777.0,2915.0,Text3270,Category2
Samsung,Model3271,567.0,,Side-by-Side,Ice Dispenser,Gray,Plastic,7.0,USA,542.0,4397.0,Text3271,Category2
Frigidaire,Model3272,362.0,A+,Single Door,Ice Dispenser,White,Glass,2.0,Germany,1196.0,4795.0,Text3272,Category3
Frigidaire,Model3273,449.0,A+,Double Door,Smart Connectivity,Black,Glass,7.0,India,1948.0,3279.0,Text3273,Category1
Haier,Model3274,604.0,B,Single Door,,Black,Plastic,7.0,China,1949.0,4687.0,Text3274,Category3
GE,Model3275,120.0,A++,Side-by-Side,Water Dispenser,Silver,Plastic,6.0,Germany,820.0,3638.0,Text3275,Category3
GE,Model3276,339.0,A+,Double Door,Smart Connectivity,Silver,Plastic,7.0,India,373.0,2442.0,Text3276,Category2
Siemens,Model3277,698.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,9.0,India,547.0,1083.0,Text3277,Category2
GE,Model3278,798.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,Germany,293.0,3813.0,Text3278,Category1
Frigidaire,Model3279,454.0,A+,Side-by-Side,None,Gray,Plastic,6.0,India,546.0,3262.0,Text3279,Category1
Samsung,,481.0,A++,Double Door,Smart Connectivity,Gray,Stainless Steel,5.0,India,1234.0,4071.0,Text3280,Category3
Siemens,Model3281,216.0,A++,Single Door,Ice Dispenser,Gray,Glass,7.0,China,302.0,1645.0,Text3281,Category3
Haier,Model3282,710.0,A,Side-by-Side,Smart Connectivity,Black,Glass,5.0,India,754.0,4245.0,Text3282,Category2
Whirlpool,Model3283,482.0,B,Side-by-Side,Ice Dispenser,Silver,Glass,2.0,China,1873.0,2915.0,Text3283,Category3
GE,Model3284,624.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,5.0,China,296.0,3193.0,Text3284,Category2
Haier,Model3285,481.0,A,Side-by-Side,Water Dispenser,White,Glass,1.0,USA,1129.0,4814.0,Text3285,Category1
Samsung,Model3286,474.0,,Double Door,Water Dispenser,White,Glass,7.0,Germany,1583.0,1671.0,Text3286,Category3
Frigidaire,Model3287,557.0,B,Double Door,Water Dispenser,Silver,Stainless Steel,6.0,India,1116.0,3601.0,Text3287,Category1
Bosch,Model3288,650.0,B,Single Door,Smart Connectivity,Gray,Plastic,3.0,China,1851.0,3087.0,Text3288,Category1
